id,city,country,year,gross_rental_yield_centre,gross_rental_yield_out,price_to_rent_centre,price_to_rent_out,affordability_index,qol_index,ppi_index,health_care_index,traffic_commute_index,pollution_index,climate_index,crime_index,safety_index,cost_of_living_index,rent_index,groceries_index,restaurant_price_index,local_ppi_index,y
601,Verona,Italy,2021,3.556,4.394,3.739,3.277,3.332,4.187,1.937,8.223,4.612,3.648,5.279,3.854,4.269,3.435,1.735,2.993,2.743,2.359,13.504
602,Timisoara,Romania,2021,3.916,3.72,3.396,3.867,2.581,5.631,2.552,7.507,3.663,3.144,5.183,2.157,6.804,1.772,0.879,1.564,1.204,2.313,20.943
603,Tartu,Estonia,2021,3.71,3.833,3.585,3.754,3.283,5.976,3.091,7.228,5.33,1.188,3.55,1.943,7.019,2.625,1.155,2.127,2.198,2.154,21.302
604,Bari,Italy,2021,3.753,3.882,3.546,3.704,3.43,4.184,2.494,7.103,5.72,3.455,5.817,4.448,4.508,2.874,1.428,2.4,2.612,2.391,12.689
605,Valencia,Spain,2021,4.661,5.596,2.857,2.573,3.446,6.082,2.818,8.367,4.574,2.501,5.927,2.296,6.665,2.566,1.864,2.141,1.944,2.553,27.893
606,Bergen,Norway,2021,3.17,3.289,4.202,4.374,3.332,6.555,3.52,7.812,3.673,1.143,4.979,2.513,6.447,4.82,2.697,4.453,4.119,3.19,19.327
607,Ploiesti,Romania,2021,4.85,4.101,2.746,3.513,2.368,4.659,2.173,7.554,5.687,2.416,5.107,1.88,6.475,1.751,0.694,1.473,1.306,1.802,20.69
608,Manchester,United Kingdom,2021,4.13,3.671,3.222,3.926,3.25,5.25,3.559,8.085,6.29,2.887,5.492,5.023,3.932,3.358,2.517,2.742,3.29,3.225,15.788
609,Lille,France,2021,4.259,3.752,3.122,3.834,3.724,5.05,3.042,8.129,6.268,3.294,5.535,4.443,4.513,3.502,2.175,3.251,2.667,2.641,15.765
610,Zaporizhzhya,Ukraine,2021,6.298,3.98,2.114,3.617,1.013,3.691,1.089,5.164,5.882,3.434,4.524,4.182,5.164,1.302,0.348,1.123,0.68,1.089,11.606
611,Chelyabinsk,Russia,2021,6.024,5.239,2.21,2.747,1.78,4.03,1.648,7.203,6.855,3.418,1.993,4.538,5.109,1.407,0.515,1.22,0.934,1.285,15.005
612,Stavanger,Norway,2021,3.513,3.801,3.789,3.789,3.234,6.175,3.638,8.045,5.398,1.425,3.872,2.076,6.885,5.0,2.818,4.643,4.399,2.919,19.665
613,Arhus,Denmark,2021,3.539,3.395,3.757,4.238,3.659,6.75,4.405,7.906,4.948,1.164,4.782,1.867,7.095,4.402,2.715,3.514,4.042,3.188,23.363
614,Catania,Italy,2021,4.164,4.556,3.197,3.157,3.74,4.61,2.344,5.585,4.757,3.311,5.357,5.446,3.507,2.915,1.409,2.187,2.467,2.213,12.075
615,Alicante,Spain,2021,3.659,4.037,3.636,3.57,3.675,5.373,3.637,8.154,4.1,3.633,5.891,2.544,6.416,2.638,1.495,2.176,2.114,2.813,21.989
616,Arad,Romania,2021,4.044,3.411,3.293,4.216,2.809,5.199,2.322,5.753,6.084,4.363,4.784,2.673,5.726,1.734,0.509,1.597,0.993,1.668,13.217
617,Gent,Belgium,2021,4.079,3.988,3.265,3.609,3.757,5.484,3.59,7.67,5.339,3.642,5.334,2.3,6.661,3.586,2.053,3.08,3.077,2.747,20.546
618,Brescia,Italy,2021,3.839,3.89,3.465,3.699,3.822,4.76,3.096,7.989,4.615,3.364,5.281,5.331,5.53,3.662,1.482,3.443,3.054,2.13,14.102
619,Birmingham,United Kingdom,2021,4.413,5.312,3.013,2.712,3.365,5.201,3.04,7.646,5.03,2.701,5.537,5.328,3.626,3.279,2.317,2.643,2.678,2.755,18.235
620,Osijek,Croatia,2021,3.899,3.606,3.414,3.988,3.103,5.511,2.573,6.803,4.837,1.782,5.426,2.271,6.827,2.159,0.758,1.806,1.314,1.954,20.155
621,Rotterdam,Netherlands,2021,5.338,4.93,2.495,2.919,3.773,5.964,3.344,7.926,4.641,2.317,5.552,3.209,5.75,3.624,3.274,2.827,2.932,3.03,26.341
622,Sumy,Ukraine,2021,5.544,5.06,2.4,2.846,1.47,3.727,1.605,5.263,5.845,3.703,4.012,4.479,4.448,1.232,0.341,1.103,0.693,1.214,12.198
623,Mannheim,Germany,2021,3.316,3.127,4.017,4.599,3.92,5.834,5.083,7.32,5.027,1.799,5.202,3.52,4.554,3.417,1.752,2.475,2.755,3.219,18.246
624,Malmo,Sweden,2021,3.667,4.223,3.629,3.406,4.018,6.188,3.529,7.019,5.856,1.194,3.929,4.791,4.164,3.635,2.221,3.363,3.004,3.181,17.408
625,Trieste,Italy,2021,3.539,4.256,3.762,3.38,4.018,4.336,2.324,6.655,3.993,3.664,5.699,1.624,7.339,3.482,1.414,3.235,2.76,2.356,18.181
626,Glasgow,United Kingdom,2021,3.333,4.914,3.992,2.93,3.561,6.144,3.759,8.31,5.222,1.907,5.355,3.924,5.033,3.203,2.054,2.619,2.885,3.407,21.874
627,Reykjavik,Iceland,2021,5.895,6.205,2.259,2.322,2.907,6.427,2.841,6.875,3.097,0.844,4.346,1.973,6.988,4.574,3.679,4.154,4.298,2.574,28.818
628,Padova,Italy,2021,4.601,4.703,2.891,3.063,4.149,3.565,2.658,8.004,6.338,3.042,5.92,5.907,4.885,3.233,1.719,2.567,2.73,2.423,15.713
629,Dresden,Germany,2021,3.513,3.2,3.787,4.495,4.165,6.074,3.981,8.19,5.627,1.936,4.833,2.661,6.299,3.211,1.862,2.435,2.453,3.474,21.827
630,Turku,Finland,2021,2.648,4.037,5.026,3.564,4.345,6.288,3.688,7.923,5.503,0.987,3.518,2.155,6.226,3.684,1.855,3.201,3.254,3.55,20.924
631,Eindhoven,Netherlands,2021,5.03,5.23,2.648,2.754,4.1,6.701,3.471,7.531,3.918,1.229,5.393,2.152,6.81,3.826,3.008,2.992,3.268,3.145,30.025
632,Cork,Ireland,2021,6.187,6.392,2.151,2.253,3.724,5.955,2.945,5.956,5.285,1.332,5.671,3.062,5.897,3.976,3.412,3.366,3.37,2.668,27.187
633,Groningen,Netherlands,2021,4.481,4.223,2.97,3.41,4.312,6.569,3.804,8.751,5.622,1.176,4.634,1.873,7.089,3.733,2.192,2.87,3.144,2.986,27.744
634,Brussels,Belgium,2021,4.653,4.662,2.858,3.089,4.573,5.122,3.526,7.729,5.735,3.387,5.296,4.545,4.411,3.661,2.571,3.155,3.291,3.195,19.46
635,Ostrava,Czech Republic,2021,5.33,4.581,2.498,3.141,4.149,5.587,2.803,7.753,4.386,2.272,4.403,2.333,6.723,2.12,0.975,1.933,1.187,2.199,26.185
636,Antwerp,Belgium,2021,4.473,4.516,2.975,3.185,4.59,5.369,3.194,8.303,5.741,3.333,5.396,3.346,5.613,3.678,2.028,3.108,3.489,2.894,20.992
637,The Hague (Den Haag),Netherlands,2021,5.064,5.044,2.63,2.853,4.622,6.96,3.77,8.044,4.531,1.094,5.723,2.251,6.71,3.36,2.76,2.802,2.699,3.417,32.048
638,Maribor,Slovenia,2021,4.207,4.175,3.164,3.449,4.149,6.033,2.457,6.669,4.214,1.147,4.653,1.75,7.212,2.594,1.061,2.203,1.589,2.452,24.635
639,Aalborg,Denmark,2021,3.162,3.135,4.211,4.592,4.557,6.678,4.567,7.902,4.437,1.212,4.333,2.312,6.649,4.318,2.054,3.765,4.032,3.779,21.888
640,Moscow,Russia,2022,2.905,3.103,4.578,4.644,0.702,3.775,2.017,6.661,7.894,3.097,3.526,3.37,5.588,1.954,2.135,1.552,1.736,1.828,7.243
641,Cascais,Portugal,2022,3.53,4.443,3.767,3.238,1.209,5.678,2.011,7.281,5.132,2.049,5.953,3.272,5.309,2.356,2.925,1.779,2.139,1.52,17.676
642,Belgrade,Serbia,2022,2.733,2.786,4.87,5.175,1.045,3.87,1.467,5.596,5.55,3.565,5.315,3.408,5.551,1.855,1.057,1.4,1.336,1.329,5.076
643,Split,Croatia,2022,2.331,2.169,5.712,6.629,1.111,5.362,1.729,6.669,2.607,1.941,6.08,3.12,5.839,2.389,1.197,2.081,1.804,1.566,7.976
644,Paris,France,2022,2.039,1.803,6.522,7.995,1.503,4.442,3.264,8.211,6.571,3.506,5.583,4.917,4.038,3.907,3.715,3.89,3.16,2.957,1.106
645,Minsk,Belarus,2022,3.719,3.874,3.583,3.715,0.49,3.85,1.268,4.796,4.67,2.266,4.066,5.354,3.6,1.519,0.919,1.326,1.296,1.149,5.615
646,Saint Petersburg,Russia,2022,3.642,3.306,3.658,4.358,0.866,3.698,1.659,6.125,7.472,3.388,3.83,3.5,5.458,1.751,1.305,1.503,1.411,1.503,7.629
647,Kazan,Russia,2022,3.959,3.5,3.363,4.112,0.866,5.357,1.747,7.025,7.319,1.386,2.397,4.998,4.652,1.576,0.982,1.379,1.265,1.233,10.103
648,Lisbon,Portugal,2022,3.505,3.988,3.795,3.609,1.503,5.433,1.964,7.462,5.553,1.952,6.227,2.584,6.377,2.394,2.39,1.874,1.961,1.78,18.487
649,Prague,Czech Republic,2022,2.185,2.233,6.097,6.448,1.47,5.769,2.928,7.676,5.006,1.882,5.096,2.162,6.799,2.398,1.981,2.101,1.646,2.654,12.879
650,Rome,Italy,2022,2.973,3.679,4.481,3.91,1.584,3.945,2.089,6.233,6.392,3.613,5.919,4.755,4.201,3.288,2.832,2.917,2.72,1.893,6.327
651,Milan,Italy,2022,3.102,4.183,4.289,3.442,1.699,4.318,2.196,7.423,5.641,3.65,5.566,3.986,4.971,3.464,3.397,2.922,3.111,1.99,11.394
652,Munich,Germany,2022,2.048,2.055,6.505,7.01,1.748,6.39,3.872,8.025,5.087,1.361,4.799,1.566,7.396,3.59,3.605,3.105,2.974,3.509,15.433
653,Tirana,Albania,2022,3.427,4.621,3.88,3.114,1.372,3.236,1.268,5.02,6.171,4.803,5.459,3.927,5.03,1.791,0.863,1.441,1.156,1.149,6.817
654,Novi Sad,Serbia,2022,2.845,2.599,4.675,5.546,1.535,4.793,1.739,5.23,2.528,2.764,5.307,3.662,5.295,1.734,0.786,1.369,1.153,1.576,8.146
655,Krasnodar,Russia,2022,3.513,3.143,3.792,4.585,0.98,4.011,2.247,5.764,7.01,3.856,1.478,3.495,7.128,1.512,0.745,1.304,1.309,1.349,7.568
656,Brno,Czech Republic,2022,2.571,2.664,5.18,5.411,1.715,5.623,2.651,7.721,4.038,2.358,4.938,2.353,6.608,2.283,1.597,1.996,1.517,2.402,14.661
657,Innsbruck,Austria,2022,2.279,2.323,5.836,6.203,1.829,7.131,3.936,8.203,3.745,0.915,4.816,2.202,6.727,3.581,2.295,3.084,3.092,2.508,15.942
658,Warsaw,Poland,2022,2.511,3.07,5.297,4.69,1.503,4.834,2.687,6.123,5.44,3.273,4.713,2.34,6.62,2.035,1.565,1.578,1.631,2.435,11.745
659,Budapest,Hungary,2022,2.656,2.859,5.013,5.037,1.454,4.476,2.143,5.277,6.022,2.951,4.953,3.167,5.792,2.136,1.219,1.822,1.625,1.942,7.256
660,Bratislava,Slovakia,2022,2.922,2.924,4.557,4.927,1.993,5.277,2.549,5.928,4.816,2.221,5.099,2.71,6.25,2.29,1.754,1.953,1.731,2.31,13.501
661,London,United Kingdom,2022,2.768,3.736,4.803,3.851,1.764,4.75,3.613,7.281,6.757,3.174,5.574,4.764,4.192,3.965,5.826,2.98,3.461,3.274,12.835
662,Bolzano-Bozen,Italy,2022,2.742,2.973,4.857,4.847,1.96,4.606,3.478,7.269,5.444,4.328,6.172,2.174,6.022,3.681,1.477,3.018,2.539,2.882,11.107
663,Vienna,Austria,2022,2.356,2.583,5.646,5.576,1.911,6.501,3.238,8.104,4.063,0.944,5.165,2.368,6.593,3.166,2.639,2.87,2.591,2.934,16.979
664,Salzburg,Austria,2022,2.245,2.453,5.924,5.874,1.944,6.578,3.993,8.124,4.185,2.183,4.752,1.908,6.88,3.267,2.448,3.115,2.65,2.869,15.779
665,Nizhny Novgorod,Russia,2022,4.25,3.346,3.135,4.3,1.111,4.938,1.422,7.657,4.52,1.891,2.875,2.836,6.124,1.57,0.755,1.272,1.356,1.289,15.023
666,Florence,Italy,2022,3.059,3.5,4.354,4.115,2.025,5.044,2.048,6.773,5.491,3.837,5.405,3.475,5.484,3.279,2.104,3.033,2.831,1.968,9.97
667,Luxembourg,Luxembourg,2022,2.571,2.729,5.173,5.28,2.058,6.384,4.077,7.505,5.27,1.184,5.219,2.659,6.301,3.844,4.83,3.526,3.684,3.695,18.38
668,Nice,France,2022,2.819,2.843,4.714,5.064,2.172,4.474,4.006,7.844,7.307,3.116,4.955,5.265,3.689,3.918,2.749,3.877,3.391,2.368,6.077
669,Zagreb,Croatia,2022,2.836,2.916,4.686,4.938,1.813,5.679,2.241,6.661,4.859,1.777,5.192,1.914,7.048,2.31,1.302,1.954,1.562,2.031,15.31
670,Banja Luka,Bosnia And Herzegovina,2022,2.965,2.607,4.494,5.519,1.601,4.578,2.079,6.434,4.2,4.173,4.929,3.052,5.907,1.742,0.603,1.516,1.05,1.412,8.288
671,Ljubljana,Slovenia,2022,3.059,2.94,4.348,4.895,1.96,5.965,2.449,6.844,4.258,1.279,4.807,1.919,7.043,2.648,1.789,2.299,2.013,2.22,17.299
672,Porto,Portugal,2022,4.224,5.06,3.15,2.846,1.96,5.583,1.826,7.753,4.561,1.914,6.102,3.17,5.788,2.287,1.799,1.872,1.642,1.655,21.295
673,Helsinki,Finland,2022,2.245,2.973,5.926,4.847,2.221,6.367,3.398,8.015,4.517,0.75,3.966,2.28,6.681,3.574,2.918,3.241,3.242,3.08,17.004
674,Gdynia,Poland,2022,3.136,3.614,4.239,3.984,1.813,5.728,1.964,6.55,4.69,3.944,5.104,3.655,5.856,1.988,1.167,1.608,1.485,1.865,12.543
675,Skopje,North Macedonia,2022,3.453,3.013,3.855,4.773,1.601,3.693,1.506,5.73,4.344,4.512,4.819,4.212,4.745,1.616,0.614,1.338,0.994,1.365,5.824
676,Stockholm,Sweden,2022,2.408,2.721,5.525,5.285,2.091,5.856,3.883,6.848,5.468,1.047,4.401,4.122,4.834,3.655,3.347,3.282,3.174,3.519,12.112
677,Gdansk,Poland,2022,2.879,3.574,4.623,4.023,1.748,5.06,2.619,5.2,4.564,2.612,4.77,2.867,6.092,1.914,1.367,1.628,1.356,2.373,13.484
678,Novosibirsk,Russia,2022,4.164,3.931,3.194,3.66,1.225,3.066,1.561,5.754,6.271,3.909,1.019,4.231,4.725,1.494,0.76,1.336,1.21,1.414,6.213
679,Cluj-Napoca,Romania,2022,3.479,3.2,3.827,4.498,1.617,5.378,2.162,6.567,4.519,2.394,4.696,1.946,7.016,1.86,1.123,1.648,1.416,1.959,16.533
680,Krakow (Cracow),Poland,2022,2.913,3.362,4.567,4.286,1.846,4.746,2.73,6.115,4.761,3.833,4.665,2.467,6.493,1.913,1.352,1.541,1.463,2.474,13.415
681,Kosice,Slovakia,2022,3.239,4.24,4.108,3.394,2.352,5.131,2.623,6.347,4.976,2.224,5.013,2.72,6.3,2.232,1.324,1.826,1.721,1.886,17.009
682,Odessa (Odesa),Ukraine,2022,5.158,5.222,2.582,2.758,0.719,3.836,1.331,5.239,5.642,3.438,4.99,4.791,4.165,1.479,0.818,1.231,1.169,1.207,11.121
683,Vilnius,Lithuania,2022,3.205,3.192,4.155,4.514,2.14,5.929,2.529,7.512,4.316,1.298,4.206,2.445,6.516,2.174,1.463,1.713,1.889,2.291,18.335
684,Wroclaw,Poland,2022,3.513,3.671,3.785,3.919,1.944,4.823,2.437,5.865,5.23,3.347,4.951,2.515,6.446,1.904,1.334,1.576,1.359,2.208,15.164
685,Athens,Greece,2022,4.361,3.777,3.054,3.814,1.878,4.204,1.629,5.842,5.885,3.123,6.012,5.0,3.955,2.731,1.364,2.185,2.353,1.476,8.559
686,Brighton,United Kingdom,2022,3.667,3.671,3.632,3.92,2.189,6.246,3.497,7.29,6.848,2.418,5.344,3.288,5.671,3.685,3.917,2.949,3.363,2.758,18.055
687,Sarajevo,Bosnia And Herzegovina,2022,3.179,2.989,4.189,4.823,2.042,4.259,1.779,5.956,4.425,3.713,4.938,3.98,4.977,1.779,0.706,1.504,1.077,1.613,7.982
688,Rijeka,Croatia,2022,3.308,3.184,4.018,4.527,2.009,6.022,2.452,6.899,4.629,2.116,4.424,2.104,6.857,2.322,0.934,2.06,1.816,1.607,16.145
689,Iasi,Romania,2022,3.856,3.639,3.451,3.959,1.715,4.596,1.793,5.808,5.295,3.175,4.614,2.638,6.322,1.72,0.84,1.454,1.302,1.625,13.532
690,Frankfurt,Germany,2022,2.434,2.266,5.472,6.343,2.401,6.185,4.35,7.717,3.865,2.003,5.351,3.968,4.99,3.371,2.981,2.718,2.571,3.942,14.207
691,Lviv,Ukraine,2022,4.704,5.588,2.827,2.577,0.866,4.558,1.559,6.145,5.091,2.797,4.397,3.542,5.416,1.374,0.802,1.238,0.943,1.412,16.496
692,Barcelona,Spain,2022,3.325,3.777,4.003,3.814,2.385,5.028,2.882,8.005,4.65,3.601,6.047,4.303,4.653,2.832,2.33,2.297,2.396,2.612,14.796
693,Kiev (Kyiv),Ukraine,2022,4.996,5.88,2.664,2.446,0.931,4.032,1.96,5.88,6.639,3.564,4.418,4.066,4.891,1.58,1.374,1.345,1.19,1.776,15.022
694,Thessaloniki,Greece,2022,3.745,3.639,3.554,3.958,2.009,4.153,1.543,5.795,4.511,3.474,5.583,4.808,4.147,2.705,1.036,2.039,2.14,1.398,7.413
695,Palma de Mallorca,Spain,2022,3.779,4.264,3.52,3.375,2.205,4.758,2.593,7.988,4.768,2.98,5.885,2.78,6.179,2.731,2.202,2.251,2.382,2.332,19.156
696,Oslo,Norway,2022,2.673,3.086,4.98,4.667,2.385,5.918,3.466,8.041,4.823,1.288,3.789,3.076,5.883,4.739,3.532,4.54,4.318,3.141,14.429
697,Haarlem,Netherlands,2022,4.379,3.72,3.04,3.867,2.466,7.576,3.871,7.537,4.862,1.989,4.982,2.626,6.009,3.695,4.021,3.084,3.074,2.842,24.185
698,Madrid,Spain,2022,3.496,3.882,3.809,3.711,2.483,5.596,3.045,8.25,5.463,2.827,5.399,2.658,6.302,2.733,2.433,2.285,2.412,2.759,20.127
699,Constanta,Romania,2022,4.267,3.541,3.121,4.068,1.699,4.329,2.447,5.67,6.733,3.158,4.319,3.307,5.651,1.726,0.856,1.427,1.442,1.674,12.112
700,Bologna,Italy,2022,3.367,3.704,3.955,3.889,2.499,4.985,2.396,8.163,5.047,3.113,5.566,4.095,4.862,3.232,2.016,2.875,2.874,2.172,13.265
701,Debrecen,Hungary,2022,3.385,3.062,3.936,4.704,1.829,4.605,2.132,5.069,5.786,2.935,4.588,3.11,5.495,1.854,0.823,1.722,1.176,1.839,9.652
702,Hamburg,Germany,2022,2.425,2.672,5.488,5.395,2.548,6.112,4.114,7.751,5.361,1.676,5.227,3.799,5.158,3.335,2.798,2.661,2.637,3.728,14.897
703,Dnipro,Ukraine,2022,6.478,5.896,2.053,2.442,0.817,3.486,1.332,5.388,5.074,4.402,4.391,4.602,4.354,1.355,0.799,1.143,0.916,1.207,13.532
704,Lodz,Poland,2022,3.676,3.639,3.622,3.952,2.123,4.76,2.35,5.923,5.387,2.914,4.865,3.762,5.196,1.757,1.061,1.462,1.169,2.13,13.275
705,Malaga,Spain,2022,3.736,4.215,3.563,3.415,2.368,5.897,3.568,7.535,5.461,2.453,5.849,2.439,6.522,2.432,1.987,2.05,1.998,2.428,22.124
706,Poznan,Poland,2022,3.556,3.898,3.747,3.688,2.156,4.965,2.373,5.586,4.71,3.127,4.89,2.459,6.501,1.886,1.136,1.576,1.382,2.151,16.026
707,Kharkiv,Ukraine,2022,6.521,6.164,2.041,2.336,0.964,3.931,1.383,4.923,5.845,3.089,4.128,4.342,4.614,1.411,0.883,1.216,0.953,1.253,15.474
708,Brasov,Romania,2022,4.653,4.256,2.86,3.383,1.699,4.58,2.538,6.592,5.06,3.545,4.398,2.275,6.686,1.696,0.927,1.58,1.199,1.647,18.099
709,Chisinau,Moldova,2022,5.647,5.97,2.356,2.412,1.454,4.16,1.399,5.1,4.258,3.519,4.858,4.008,4.949,1.474,0.793,1.187,1.028,1.268,16.164
710,Stuttgart,Germany,2022,2.425,2.615,5.494,5.501,2.564,6.06,4.436,7.435,5.273,2.485,5.121,2.731,6.229,3.167,2.686,2.581,2.761,4.02,16.345
711,Rostov-na-donu,Russia,2022,4.833,4.207,2.756,3.422,1.47,3.228,2.057,6.32,7.58,1.855,2.144,4.698,4.257,1.487,0.662,1.235,1.165,1.362,10.26
712,Bucharest,Romania,2022,4.062,4.313,3.274,3.339,1.944,4.266,2.163,5.658,6.378,4.119,4.776,2.499,6.461,1.857,1.13,1.558,1.527,1.96,14.525
713,Naples,Italy,2022,3.487,4.207,3.821,3.419,2.711,4.743,2.612,7.287,5.117,3.204,5.626,5.235,3.719,2.888,1.627,2.473,2.294,2.072,11.769
714,Timisoara,Romania,2022,3.65,3.541,3.642,4.062,2.042,5.453,2.208,7.349,3.647,3.105,5.183,2.073,6.889,1.675,0.855,1.496,1.259,2.001,18.822
715,Cologne,Germany,2022,2.836,2.802,4.688,5.133,2.597,5.692,3.626,7.537,5.624,2.221,5.36,3.861,5.096,3.223,2.363,2.625,2.504,3.286,14.013
716,Amsterdam,Netherlands,2022,3.573,3.76,3.729,3.827,2.728,6.231,3.843,7.111,4.593,1.672,5.524,3.009,5.951,3.743,4.249,2.997,3.313,3.483,22.26
717,Sibiu,Romania,2022,3.667,3.525,3.629,4.082,1.813,4.728,2.153,6.206,5.291,3.164,5.02,1.901,6.91,1.676,0.729,1.523,1.308,1.78,15.508
718,Coimbra,Portugal,2022,3.77,4.15,3.529,3.469,2.662,5.642,2.453,7.672,4.874,2.194,5.987,3.842,6.076,2.193,1.181,1.854,1.478,1.956,19.226
719,Tallinn,Estonia,2022,3.453,3.387,3.854,4.25,2.662,6.121,2.641,7.411,4.114,1.222,4.06,2.048,6.914,2.582,1.465,1.986,2.266,2.393,20.338
720,Trento,Italy,2022,3.23,2.713,4.126,5.31,2.842,4.393,2.338,6.914,5.067,3.741,5.408,4.119,5.398,2.922,0.819,2.758,2.993,2.224,7.948
721,Yekaterinburg,Russia,2022,3.573,3.793,3.723,3.793,1.47,3.352,2.351,5.183,5.93,4.167,1.347,4.227,4.73,1.539,0.831,1.37,1.075,2.13,6.45
722,Dusseldorf,Germany,2022,2.631,2.372,5.054,6.077,2.989,6.51,4.476,7.531,4.683,1.78,5.456,2.992,5.968,3.162,2.47,2.448,2.663,4.056,17.769
723,Berlin,Germany,2022,2.956,3.046,4.503,4.722,2.924,5.99,4.308,7.133,5.259,2.122,5.265,3.762,5.196,3.193,2.938,2.623,2.363,3.904,17.603
724,Geneva,Switzerland,2022,2.905,2.867,4.578,5.019,3.087,6.902,4.908,7.665,3.939,1.297,5.218,2.34,6.62,5.282,5.715,5.241,4.889,4.447,22.175
725,Craiova,Romania,2022,3.333,3.241,3.994,4.44,1.976,5.055,2.226,6.899,5.941,2.943,4.295,4.288,4.669,1.614,0.654,1.469,1.083,1.951,10.626
726,Bristol,United Kingdom,2022,3.633,4.15,3.661,3.47,2.581,5.825,3.451,7.667,4.448,2.383,5.591,3.627,5.331,3.303,3.08,2.639,3.219,3.127,20.043
727,Treviso,Italy,2022,3.008,4.621,4.422,3.114,2.924,3.852,3.162,6.444,6.236,3.816,5.344,2.955,5.294,3.128,1.601,2.793,2.8,2.284,12.512
728,Copenhagen,Denmark,2022,3.599,3.801,3.695,3.789,3.136,6.628,3.69,8.064,4.403,1.163,5.289,2.445,6.516,4.091,3.763,3.324,4.104,3.344,24.087
729,Lyon,France,2022,3.076,3.167,4.326,4.544,3.071,5.334,3.363,8.071,5.551,2.867,5.591,4.448,4.508,3.576,2.395,3.536,2.762,3.048,13.143
730,Szeged,Hungary,2022,3.762,3.842,3.535,3.75,2.401,4.562,2.258,5.659,6.046,2.913,5.173,3.32,5.598,1.856,0.779,1.648,1.251,1.825,13.426
731,Gothenburg,Sweden,2022,2.716,2.875,4.905,5.003,2.875,6.322,4.117,7.08,3.981,1.128,4.895,4.286,4.67,3.38,2.387,3.024,2.994,3.731,15.519
732,Oradea,Romania,2022,3.753,2.948,3.548,4.888,2.091,4.953,2.385,5.9,2.975,3.936,5.546,2.136,6.769,1.637,0.602,1.492,1.102,1.824,15.068
733,Sofia,Bulgaria,2022,4.147,4.434,3.211,3.245,2.679,4.458,2.251,5.926,4.744,3.757,4.801,3.804,5.154,1.956,1.11,1.706,1.5,2.04,14.652
734,Katowice,Poland,2022,3.547,4.175,3.75,3.451,2.695,4.832,2.741,6.207,4.635,3.392,4.792,3.484,5.474,1.865,1.077,1.6,1.292,2.361,15.8
735,Hanover,Germany,2022,2.716,2.591,4.908,5.563,3.038,6.683,4.337,8.135,4.639,1.859,5.301,3.71,5.248,3.105,2.058,2.586,2.351,3.524,17.048
736,Graz,Austria,2022,2.691,2.68,4.947,5.363,3.071,6.018,3.216,8.141,4.199,2.215,4.67,2.236,6.724,3.455,1.716,3.287,2.426,2.914,16.334
737,Cambridge,United Kingdom,2022,3.522,5.044,3.782,2.855,2.597,6.367,3.778,7.724,5.186,1.754,5.771,2.7,6.26,3.383,3.515,2.809,3.217,3.424,25.037
738,Linz,Austria,2022,3.256,2.94,4.09,4.902,2.956,6.947,3.891,8.236,4.279,2.078,4.983,2.529,7.043,3.406,2.016,3.143,2.918,2.889,20.491
739,Verona,Italy,2022,3.239,4.288,4.107,3.353,3.087,4.832,2.746,7.02,5.441,3.055,5.28,4.85,3.014,3.148,1.625,2.898,2.659,2.327,10.806
740,Kaunas,Lithuania,2022,3.222,3.5,4.13,4.115,2.94,5.975,2.642,7.639,3.715,1.404,4.355,3.399,5.56,2.072,1.007,1.682,1.772,2.394,18.352
741,Seville (Sevilla),Spain,2022,3.676,3.923,3.619,3.665,2.875,5.454,3.327,7.66,5.155,2.716,5.98,2.721,6.239,2.468,1.595,2.306,1.831,2.62,20.524
742,Patras,Greece,2022,3.753,3.606,3.545,3.991,2.417,4.583,2.009,5.617,3.174,3.358,5.987,4.523,5.054,2.72,0.775,2.002,1.692,1.378,10.615
743,Riga,Latvia,2022,3.736,4.434,3.565,3.247,2.924,5.243,2.149,6.312,4.969,2.044,4.718,3.38,5.579,2.387,1.123,1.812,1.972,1.948,16.807
744,Bergamo,Italy,2022,3.29,4.118,4.049,3.493,3.136,5.033,2.875,7.293,4.477,3.635,5.366,4.447,5.972,3.364,1.772,3.032,2.848,2.335,14.34
745,Glasgow,United Kingdom,2022,2.339,4.711,5.684,3.056,2.711,6.141,3.924,8.582,5.061,1.944,5.355,4.055,4.902,3.185,2.194,2.587,3.017,3.556,18.481
746,Utrecht,Netherlands,2022,4.653,4.296,2.863,3.348,3.005,6.702,3.353,7.442,5.673,1.513,6.397,2.383,6.577,3.694,3.397,3.047,3.324,2.873,25.673
747,Varna,Bulgaria,2022,3.513,3.793,3.789,3.795,2.76,4.763,1.884,6.371,4.768,3.424,5.374,3.32,5.639,1.813,0.634,1.594,1.404,1.707,13.727
748,Trondheim,Norway,2022,3.222,2.94,4.127,4.89,2.956,5.78,4.042,7.917,4.632,1.336,4.978,1.804,7.158,4.605,2.874,4.423,3.995,3.245,19.336
749,Edinburgh,United Kingdom,2022,3.83,3.695,3.472,3.896,2.973,6.51,3.582,8.332,4.459,1.492,5.306,2.687,6.273,3.388,2.846,2.775,3.279,3.246,23.749
750,Tromso,Norway,2022,3.145,2.802,4.23,5.133,3.038,5.752,3.011,7.448,6.795,1.361,3.111,2.885,6.033,4.585,2.832,4.545,4.005,3.299,13.049
751,Basel,Switzerland,2022,2.399,2.437,5.555,5.904,3.316,7.002,4.538,8.1,3.213,1.288,5.231,1.832,7.13,6.064,3.76,6.374,5.069,4.113,17.44
